date,venue_name,set1,set2,set3,encore
06/13/2022,"Shoreline Amphitheatre, Mountain View, CA, USA","['St. Stephen', 'The Eleven', 'Shakedown Street', 'Big Railroad Blues', 'Friend of the Devil', 'Crazy Fingers', ""Don't Ease Me In""]","['Deal', 'Dark Star', 'El Paso', 'Sing Me Back Home', ""Uncle John's Band"", 'Drums', 'Space', 'Cumberland Blues', ""Death Don't Have No Mercy"", 'Sugar Magnolia']",[],['Ripple']
06/11/2022,"Dodger Stadium, Los Angeles, CA, USA","['Good Times', 'Playing in the Band', 'Feel Like a Stranger', 'China Doll', 'Brown-Eyed Women', 'Jack Straw', 'Casey Jones']","['Althea', 'Scarlet Begonias', 'China Cat Sunflower', 'I Know You Rider', 'Fire on the Mountain', 'Drums', 'Space', 'Dear Mr. Fantasy', 'Hey Jude', 'Stella Blue', 'One More Saturday Night']",[],['Werewolves of London']
10/31/2021,"Hollywood Bowl, Los Angeles, CA, USA","['Samson and Delilah', ""Uncle John's Band"", 'Brown-Eyed Women', 'Touch of Grey', 'Dire Wolf', 'Hell in a Bucket', 'Terrapin Station']","['Althea', 'Dark Star', 'El Paso', 'Eyes of the World', 'Drums', 'Space', 'Scarlet Begonias', 'Fire on the Mountain', 'Morning Dew', 'Not Fade Away']",[],['Brokedown Palace']
10/30/2021,"Hollywood Bowl, Los Angeles, CA, USA","['Good Times', 'Shakedown Street', 'Bertha', 'Minglewood Blues', 'It Hurts Me Too', 'Tennessee Jed', 'Bird Song']","['Jack Straw', 'Sugaree', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'Throwing Stones', 'Days Between', 'One More Saturday Night', 'Not Fade Away']",[],['U.S. Blues']
10/29/2021,"Hollywood Bowl, Los Angeles, CA, USA","['Playing in the Band', 'Deal', 'All Along the Watchtower', 'Mr. Charlie', 'Ramble On Rose', 'They Love Each Other', 'High Time']","['Sugar Magnolia', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Estimated Prophet', 'Drums', 'Space', 'The Other One', 'Standing on the Moon', 'Sunshine Daydream']",[],['Ripple']
10/27/2021,"North Island Credit Union Amphitheatre, Chula Vista, CA, USA","['The Music Never Stopped', 'Easy Answers', 'Row Jimmy', 'Friend of the Devil', 'Cumberland Blues', 'Cassidy', 'Mississippi Half-Step Uptown Toodeloo']","['St. Stephen', 'The Eleven', ""He's Gone"", 'New Speedway Boogie', 'Drums', 'Space', 'I Need a Miracle', ""Death Don't Have No Mercy"", ""Good Lovin'""]",[],['Black Muddy River']
10/25/2021,"Ak-Chin Pavilion, Phoenix, AZ, USA","['Cold Rain and Snow', 'Loser', 'Dire Wolf', 'Lost Sailor', 'Saint of Circumstance', 'Big Railroad Blues', 'China Doll', 'Let It Grow']","['Jack Straw', 'Althea', 'Scarlet Begonias', 'Touch of Grey', 'Fire on the Mountain', 'Drums', 'Space', 'Casey Jones', 'Black Peter', 'U.S. Blues']",[],"[""Knockin' on Heaven's Door""]"
10/23/2021,"Fiddler's Green Amphitheatre, Greenwood Village, CO, USA","['Iko Iko', 'Shakedown Street', 'Ship of Fools', 'Brown-Eyed Women', 'Crazy Fingers', 'Here Comes Sunshine', 'Going Down the Road Feeling Bad']","[""Truckin'"", 'Viola Lee Blues', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'Cumberland Blues', 'Stella Blue', 'One More Saturday Night']",[],['Brokedown Palace']
10/22/2021,"Fiddler's Green Amphitheatre, Greenwood Village, CO, USA","['Good Times', 'Feel Like a Stranger', 'Alabama Getaway', 'Me and My Uncle', 'It Hurts Me Too', 'Ramble On Rose', 'If I Had the World to Give', 'Deal']","['Sugaree', 'China Cat Sunflower', 'I Know You Rider', 'Dark Star', 'The Other One', 'Drums', 'Space', 'Wharf Rat', 'Sugar Magnolia']",[],['The Weight']
10/20/2021,"Red Rocks Amphitheatre, Morrison, CO, USA","['Bertha', ""Good Lovin'"", 'The Wheel', 'Black-Throated Wind', 'Mr. Charlie', 'Hell in a Bucket', 'Bird Song']","['Playing in the Band', ""He's Gone"", ""Uncle John's Band"", 'Terrapin Station', 'Drums', 'Space', 'All Along the Watchtower', 'Standing on the Moon', 'Not Fade Away']",[],['Ripple']
10/19/2021,"Red Rocks Amphitheatre, Morrison, CO, USA","['Not Fade Away', 'New Speedway Boogie', 'Big Railroad Blues', 'Tennessee Jed', 'Friend of the Devil', 'They Love Each Other', 'Dear Prudence', ""Don't Ease Me In""]","['Scarlet Begonias', 'Estimated Prophet', 'Eyes of the World', 'Fire on the Mountain', 'Drums', 'Space', 'Turn On Your Love Light', 'Morning Dew', 'Casey Jones']",[],['Althea']
10/15/2021,"Cynthia Woods Mitchell Pavilion, The Woodlands, TX, USA","['The Music Never Stopped', 'Easy Answers', 'Dire Wolf', 'El Paso', 'Row Jimmy', 'Jack Straw', 'Mississippi Half-Step Uptown Toodeloo']","['Here Comes Sunshine', ""Truckin'"", 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'Milestones', 'Days Between', 'U.S. Blues']",[],['Black Muddy River']
10/14/2021,"Dos Equis Pavilion, Dallas, TX, USA","['Man Smart, Woman Smarter', 'Bertha', 'Queen Jane Approximately', 'Brown-Eyed Women', 'Peggy-O', 'Cassidy', 'Sugaree']","['Deep Elem Blues', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'The Other One', 'Drums', 'Space', 'Cumberland Blues', ""Death Don't Have No Mercy"", 'Sugar Magnolia']",[],['Liberty']
10/12/2021,"Cellairis Amphitheatre at Lakewood, Atlanta, GA, USA","['Shakedown Street', 'Cold Rain and Snow', 'Ramble On Rose', 'They Love Each Other', 'High Time', 'Let It Grow', 'Deal']","['Playing in the Band', 'Crazy Fingers', 'Althea', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'The Wheel', 'Stella Blue']",[],[]
10/11/2021,"PNC Music Pavilion, Charlotte, NC, USA","['Good Times', 'Cassidy', 'Tennessee Jed', 'It Must Have Been the Roses', 'Mr. Charlie', 'Looks Like Rain', 'Bird Song']","['Scarlet Begonias', ""Uncle John's Band"", 'Fire on the Mountain', 'Terrapin Station', 'Drums', 'Space', 'New Speedway Boogie', 'Black Peter', 'Casey Jones']",[],['Ripple']
09/18/2021,"Wrigley Field, Chicago, IL, USA","['Althea', ""Uncle John's Band"", ""He's Gone"", 'Brown-Eyed Women', 'The Little Red Rooster', 'Jack Straw', 'One More Saturday Night']","['China Cat Sunflower', 'I Know You Rider', 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'Milestones', 'Days Between', 'Help on the Way', 'Slipknot!', ""Franklin's Tower""]",[],"['Brokedown Palace', 'Touch of Grey']"
09/17/2021,"Wrigley Field, Chicago, IL, USA","['Good Times', 'Mississippi Half-Step Uptown Toodeloo', 'Bertha', 'Ramble On Rose']","['Dancing in the Street', 'Playing in the Band', 'Scarlet Begonias', 'Deal', 'Fire on the Mountain', 'Drums', 'Space', 'All Along the Watchtower', 'Morning Dew', 'Not Fade Away']",[],['Ripple']
09/15/2021,"Ruoff Home Mortgage Music Center, Noblesville, IN, USA","['Feel Like a Stranger', 'They Love Each Other', 'Me and My Uncle', 'Brown-Eyed Women', 'If I Had the World to Give', 'Dire Wolf', ""A Hard Rain's A-Gonna Fall"", 'Big Railroad Blues']","['Sugaree', 'Dark Star', 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'Casey Jones', ""Death Don't Have No Mercy"", 'Turn On Your Love Light', 'Black Muddy River']",[],[]
09/13/2021,"Hollywood Casino Amphitheatre, Maryland Heights, MO, USA","['Iko Iko', 'Cold Rain and Snow', 'Ship of Fools', 'Big River', 'It Hurts Me Too', 'Black-Throated Wind', 'Jack Straw', 'U.S. Blues']","['Bertha', ""Good Lovin'"", 'China Doll', 'Shakedown Street', 'Terrapin Station', 'Drums', 'Space', 'Wharf Rat', 'Sugar Magnolia']",[],['Johnny B. Goode']
09/11/2021,"Riverbend Music Center, Cincinnati, OH, USA","['The Music Never Stopped', 'Easy Answers', 'Tennessee Jed', 'Here Comes Sunshine', 'Loose Lucy', 'Mr. Charlie', 'Looks Like Rain', 'Going Down the Road Feeling Bad']","['Happy Birthday to You', 'The Other One', ""Uncle John's Band"", 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'Cumberland Blues', 'Stella Blue', 'One More Saturday Night']",[],['Touch of Grey']
09/10/2021,"Pine Knob Music Theatre, Clarkston, MI, USA","['Hell in a Bucket', 'Alabama Getaway', 'Friend of the Devil', 'Row Jimmy', 'New Speedway Boogie', 'Dear Prudence', ""Don't Ease Me In""]","['Deal', 'Comes a Time', 'Estimated Prophet', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'I Need a Miracle', 'Black Peter', 'Casey Jones']",[],['The Weight']
09/07/2021,"Blossom Music Center, Cuyahoga Falls, OH, USA","['Good Times', 'Feel Like a Stranger', 'Next Time You See Me', 'Loser', 'They Love Each Other', 'Cassidy', 'Bird Song']","['Althea', 'Scarlet Begonias', 'Viola Lee Blues', 'Fire on the Mountain', 'Eyes of the World', 'Drums', 'Space', 'Standing on the Moon', 'Not Fade Away']",[],['Brokedown Palace']
09/05/2021,"XFINITY Theatre, Hartford, CT, USA","['Shakedown Street', 'Samson and Delilah', ""He's Gone"", 'Big Railroad Blues', 'Lost Sailor', 'Saint of Circumstance', ""Franklin's Tower""]","['China Cat Sunflower', 'I Know You Rider', 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'All Along the Watchtower', 'Wharf Rat', 'Playing in the Band']",[],['Werewolves of London']
09/03/2021,"Xfinity Center, Mansfield, MA, USA","['Mississippi Half-Step Uptown Toodeloo', 'Cold Rain and Snow', 'Minglewood Blues', 'When I Paint My Masterpiece', 'Dire Wolf', 'Jack Straw', 'Sugaree']","['New Speedway Boogie', 'Bertha', ""Truckin'"", 'Dark Star', 'Terrapin Station', 'Drums', 'Space', 'The Other One', 'Morning Dew']",[],['U.S. Blues']
09/02/2021,"Xfinity Center, Mansfield, MA, USA","['Playing in the Band', 'The Wheel', 'Iko Iko', 'It Hurts Me Too', 'Ramble On Rose', 'Brown-Eyed Women', 'Let It Grow']","['Deal', 'Dark Star', 'El Paso', ""Uncle John's Band"", 'Drums', 'Space', 'Casey Jones', 'Stella Blue', 'Sugar Magnolia']",[],['Ripple']
08/28/2021,"Hersheypark Stadium, Hershey, PA, USA","['The Music Never Stopped', 'Easy Answers', 'Touch of Grey', 'Tennessee Jed', 'Mr. Charlie', 'Black-Throated Wind', 'Cassidy', ""Don't Ease Me In""]","['Here Comes Sunshine', 'Estimated Prophet', 'Eyes of the World', 'Althea', 'Drums', 'Space', 'Milestones', 'Going Down the Road Feeling Bad', ""Death Don't Have No Mercy"", 'One More Saturday Night', 'Quinn the Eskimo (The Mighty Quinn)']",[],[]
08/27/2021,"Saratoga Performing Arts Center, Saratoga Springs, NY, USA","['Shakedown Street', 'Bertha', 'Peggy-O', 'Me and My Uncle', 'They Love Each Other', 'West L.A. Fadeaway', 'Bird Song']","['Good Times', 'Scarlet Begonias', 'Help on the Way', 'Slipknot!', 'Fire on the Mountain', 'Drums', 'Space', 'Cumberland Blues', 'Days Between', 'Not Fade Away']",[],['Black Muddy River']
08/25/2021,"Darien Lake Performing Arts Center, Darien Center, NY, USA","['Viola Lee Blues', 'Cold Rain and Snow', 'Feel Like a Stranger', 'Ship of Fools', 'Friend of the Devil', 'Loose Lucy', 'New Speedway Boogie']","[""Truckin'"", 'Playing in the Band', 'China Cat Sunflower', 'I Know You Rider', 'The Last Time', 'Drums', 'Space', ""Uncle John's Band"", 'Wharf Rat']",[],"[""Knockin' on Heaven's Door""]"
08/23/2021,"Bethel Woods Center for the Arts, Bethel, NY, USA","['Hell in a Bucket', 'Easy Wind', 'Loser', 'Brown-Eyed Women', 'Throwing Stones', 'Row Jimmy', 'Lost Sailor', 'Saint of Circumstance']","['St. Stephen', 'Mama Tried', 'Dark Star', 'High Time', 'Turn On Your Love Light', 'Drums', 'Space', 'Deal', 'Standing on the Moon']",[],['Ripple']
08/21/2021,"Citizens Bank Park, Philadelphia, PA, USA","['Alabama Getaway', 'Jack Straw', ""Franklin's Tower"", 'Estimated Prophet', 'Sugaree', 'Terrapin Station', 'The Other One', 'Drums', 'Space', 'The Wheel', 'Morning Dew']",[],[],"['One More Saturday Night', 'Brokedown Palace']"
08/20/2021,"Citi Field, Queens, NY, USA","['Good Times', 'Bertha', ""Good Lovin'"", 'Big Railroad Blues', 'Ramble On Rose', 'They Love Each Other', 'Cassidy', 'Casey Jones']","['Eyes of the World', ""Uncle John's Band"", 'China Doll', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'Spanish Jam', 'Althea', 'Stella Blue', 'U.S. Blues']",[],['The Weight']
08/18/2021,"Jiffy Lube Live, Bristow, VA, USA","['Cold Rain and Snow', 'Feel Like a Stranger', 'Mr. Charlie', 'Friend of the Devil', 'Dire Wolf', 'Liberty', 'Bird Song', ""Don't Ease Me In""]","['Here Comes Sunshine', 'Cumberland Blues', ""He's Gone"", 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'Black Peter', 'Sugar Magnolia']",[],['Black Muddy River']
08/16/2021,"Coastal Credit Union Music Park at Walnut Creek, Raleigh, NC, USA","['Touch of Grey', 'Shakedown Street', 'Deal', 'Tennessee Jed', 'Brown-Eyed Women', 'New Speedway Boogie']","['Playing in the Band', 'A Love Supreme', ""Truckin'"", 'Spoonful', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'The Wheel', ""Death Don't Have No Mercy"", 'Not Fade Away']",[],[]
01/19/2020,"Moon Palace The Grand, Cancún, Mexico","['Playing in the Band', ""Uncle John's Band"", 'Dark Star', 'They Love Each Other', 'Me and My Uncle', 'Samson and Delilah', 'Terrapin Station']","['Scarlet Begonias', 'Fire on the Mountain', ""He's Gone"", 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'Althea', 'Days Between', 'U.S. Blues']",[],"['Ripple', 'Not Fade Away']"
01/18/2020,"Moon Palace The Grand, Cancún, Mexico","['Bertha', ""Good Lovin'"", 'Shakedown Street', 'High Time', 'Cold Rain and Snow', 'Black-Throated Wind', 'Sugaree', 'Quinn the Eskimo (The Mighty Quinn)']","['Help on the Way', 'Slipknot!', 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'Spanish Jam', 'New Speedway Boogie', 'Stella Blue', ""Franklin's Tower""]",[],['One More Saturday Night']
01/16/2020,"Moon Palace The Grand, Cancún, Mexico","['Not Fade Away', 'Hell in a Bucket', 'Row Jimmy', 'Peggy-O', 'Brown-Eyed Women', 'Ramble On Rose', 'Bird Song', 'Let It Grow']","['Deal', 'Dark Star', 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'The Wheel', 'Standing on the Moon', 'Casey Jones']",[],['The Weight']
12/31/2019,"Chase Center, San Francisco, CA, USA","['In the Midnight Hour', 'Big Railroad Blues', 'Iko Iko', 'Mr. Charlie', 'Loser', 'Tennessee Jed', 'Sugaree', 'New Speedway Boogie']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'Milestones', 'Standing on the Moon', 'Not Fade Away']","['Sugar Magnolia', ""Uncle John's Band"", 'Scarlet Begonias', 'Fire on the Mountain', 'Sunshine Daydream']",['Touch of Grey']
12/30/2019,"Chase Center, San Francisco, CA, USA","['Shakedown Street', 'Mississippi Half-Step Uptown Toodeloo', 'Cumberland Blues', 'It Hurts Me Too', 'High Time', 'Cold Rain and Snow', 'Bird Song']","['The Music Never Stopped', 'Deal', 'St. Stephen', 'The Eleven', 'Turn On Your Love Light', 'Drums', 'Space', 'The Wheel', 'Stella Blue', 'Casey Jones']",[],['Quinn the Eskimo (The Mighty Quinn)']
12/28/2019,"The Forum, Inglewood, CA, USA","['Viola Lee Blues', 'Bertha', 'Jack Straw', 'Big Boss Man', 'Friend of the Devil', 'West L.A. Fadeaway', 'Lost Sailor', 'Saint of Circumstance']","['Viola Lee Blues', 'China Cat Sunflower', 'I Know You Rider', 'Dark Star', ""He's Gone"", 'Drums', 'Space', 'Althea', 'Morning Dew', 'One More Saturday Night']",[],['The Weight']
12/27/2019,"The Forum, Inglewood, CA, USA","[""Truckin'"", 'Alabama Getaway', 'Ramble On Rose', 'They Love Each Other', 'Me and My Uncle', 'Cassidy', 'Brown-Eyed Women', ""Don't Ease Me In""]","['Playing in the Band', 'Terrapin Station', 'China Doll', 'The Other One', 'Drums', 'Space', 'Wharf Rat', 'U.S. Blues']",[],['Ripple']
11/09/2019,"Hampton Coliseum, Hampton, VA, USA","[""Truckin'"", 'Big Railroad Blues', ""He's Gone"", 'Tennessee Jed', 'Friend of the Devil', 'Bird Song', 'One More Saturday Night']","['Playing in the Band', ""Franklin's Tower"", 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'Milestones', ""Uncle John's Band"", 'Black Peter', 'Sugar Magnolia']",[],['Ripple']
11/08/2019,"Hampton Coliseum, Hampton, VA, USA","['Bertha', ""Good Lovin'"", 'Shakedown Street', 'They Love Each Other', 'Black-Throated Wind', 'Mr. Charlie', 'Mississippi Half-Step Uptown Toodeloo', 'Throwing Stones']","['Althea', 'Estimated Prophet', 'Eyes of the World', 'Terrapin Station', 'Drums', 'Space', 'My Favorite Things', 'Days Between', 'China Cat Sunflower', 'I Know You Rider']",[],['Touch of Grey']
11/06/2019,"Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","['Feel Like a Stranger', 'New Speedway Boogie', 'Dire Wolf', 'When I Paint My Masterpiece', 'Sugaree', 'Cassidy', 'The Music Never Stopped']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Dark Star', 'A Love Supreme', 'Drums', 'Space', 'The Other One', 'Wharf Rat', 'Turn On Your Love Light']",[],"[""Knockin' on Heaven's Door""]"
11/05/2019,"Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","['Jack Straw', 'Deal', 'Peggy-O', 'Brown-Eyed Women', 'Looks Like Rain', 'Easy Wind', 'Cumberland Blues', 'Casey Jones']","['Here Comes Sunshine', 'St. Stephen', 'The Eleven', 'Comes a Time', 'Going Down the Road Feeling Bad', 'Drums', 'Space', 'The Other One', 'Stella Blue', 'Not Fade Away']",[],['U.S. Blues']
11/01/2019,"Madison Square Garden, New York, NY, USA","['Cold Rain and Snow', 'Hell in a Bucket', 'Row Jimmy', 'Ramble On Rose', 'Mississippi Half-Step Uptown Toodeloo', 'Mr. Charlie', 'Friend of the Devil', 'Bird Song']","['Scarlet Begonias', 'Fire on the Mountain', ""He's Gone"", 'Smokestack Lightning', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'Althea', 'Morning Dew']",[],"['The Weight', 'Brokedown Palace']"
10/31/2019,"Madison Square Garden, New York, NY, USA","['Ripple', 'Shakedown Street', 'Bertha', 'Loser', 'They Love Each Other', 'Tennessee Jed', 'Terrapin Station']","['Playing in the Band', ""Truckin'"", ""Uncle John's Band"", 'China Doll', 'Eyes of the World', 'Drums', 'Space', 'The Wheel', 'Standing on the Moon', 'Sugar Magnolia']",[],['Werewolves of London']
07/06/2019,"Folsom Field, Boulder, CO, USA","['Scarlet Begonias', 'Fire on the Mountain', 'Brown-Eyed Women', 'Loser', 'They Love Each Other', 'Bird Song', 'New Speedway Boogie', ""Don't Ease Me In""]","['Playing in the Band', 'Estimated Prophet', ""Franklin's Tower"", 'Eyes of the World', 'Standing on the Moon', 'Drums', 'Space', 'Althea', 'Days Between', 'Not Fade Away']",[],"['Ripple', 'Brokedown Palace']"
07/05/2019,"Folsom Field, Boulder, CO, USA","['Not Fade Away', 'Cold Rain and Snow']","['Bertha', 'Me and My Uncle', 'Ramble On Rose', 'Mississippi Half-Step Uptown Toodeloo', 'Cassidy', 'Deal', 'Box of Rain', 'China Cat Sunflower', 'I Know You Rider', 'Terrapin Station', 'Drums', 'Space', 'Casey Jones', 'The Other One', 'Morning Dew']",[],"['The Weight', 'U.S. Blues']"
07/02/2019,"Dos Equis Pavilion, Dallas, TX, USA","['Bertha', 'Minglewood Blues', 'Row Jimmy', 'Deep Elem Blues', 'Friend of the Devil', 'El Paso', 'Sugaree', 'Jack Straw']","['Shakedown Street', ""Uncle John's Band"", 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'Black Peter', ""Good Lovin'""]",[],['Black Muddy River']
06/29/2019,"Cellairis Amphitheatre at Lakewood, Atlanta, GA, USA","['Scarlet Begonias', 'The Music Never Stopped', 'Alabama Getaway', 'Big River', 'West L.A. Fadeaway', 'Tennessee Jed', 'Bird Song', 'Loose Lucy']","['The Other One', ""Franklin's Tower"", 'Crazy Fingers', 'Terrapin Station', 'Drums', 'Space', 'Althea', 'Standing on the Moon', 'One More Saturday Night']",[],['Fire on the Mountain']
06/28/2019,"PNC Music Pavilion, Charlotte, NC, USA","[""Truckin'"", 'Mississippi Half-Step Uptown Toodeloo', 'They Love Each Other', 'Brown-Eyed Women', 'To Lay Me Down', 'Mr. Charlie', 'Cassidy', 'Casey Jones']","['Deal', 'Dark Star', 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'Wharf Rat', 'Sugar Magnolia']",[],['Touch of Grey']
06/26/2019,"Jiffy Lube Live, Bristow, VA, USA","['Shakedown Street', 'Dire Wolf', 'Hell in a Bucket', 'Bertha', 'Friend of the Devil', 'Peggy-O', 'Cumberland Blues', 'Throwing Stones']","['Here Comes Sunshine', 'Playing in the Band', 'China Doll', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'New Speedway Boogie', ""A Hard Rain's A-Gonna Fall"", 'U.S. Blues']",[],['Ripple']
06/23/2019,"Citi Field, Queens, NY, USA","['St. Stephen', 'Cold Rain and Snow', 'Samson and Delilah', 'High Time', 'They Love Each Other', 'Ramble On Rose', 'Sugaree', 'Jack Straw']","['Terrapin Station', 'Althea', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'The Wheel', 'The Other One', 'Morning Dew']",[],['Brokedown Palace']
06/22/2019,"Gillette Stadium, Foxborough, MA, USA","['Eyes of the World', 'Deal', 'Black-Throated Wind', 'Easy Wind', 'Loser', 'Big Railroad Blues', 'Bird Song', 'Box of Rain']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", ""He's Gone"", 'Dark Star', 'Drums', 'Space', 'Stella Blue', 'Not Fade Away', 'Going Down the Road Feeling Bad']",[],['The Weight']
06/20/2019,"BB&T Pavilion, Camden, NJ, USA","['The Music Never Stopped', 'Dancing in the Street', 'Row Jimmy', 'Tennessee Jed', 'If I Had the World to Give', 'Brown-Eyed Women', 'Lost Sailor', 'Saint of Circumstance']","['A Love Supreme', ""Truckin'"", 'Estimated Prophet', 'Ship of Fools', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'Throwing Stones', 'Black Peter', ""Good Lovin'""]",[],['Touch of Grey']
06/18/2019,"Saratoga Performing Arts Center, Saratoga Springs, NY, USA","['Feel Like a Stranger', 'Hell in a Bucket', 'Alabama Getaway', 'When I Paint My Masterpiece', 'It Must Have Been the Roses', 'Cumberland Blues', 'Cassidy', 'U.S. Blues']","['Here Comes Sunshine', 'Shakedown Street', 'Wharf Rat', 'Playing in the Band', ""Uncle John's Band"", 'Drums', 'Space', 'Viola Lee Blues', 'Dear Prudence', 'Casey Jones']",[],['In the Midnight Hour']
06/15/2019,"Wrigley Field, Chicago, IL, USA","['Terrapin Station', 'Sugar Magnolia', 'Mr. Charlie', 'High Time', 'Friend of the Devil', 'Bertha', 'Mama Tried', 'Turn On Your Love Light']","['Spanish Jam', 'Scarlet Begonias', 'New Speedway Boogie', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'The Other One', 'Standing on the Moon', 'Sunshine Daydream']",[],"['Ripple', 'One More Saturday Night']"
06/14/2019,"Wrigley Field, Chicago, IL, USA","['The Other One', 'Mississippi Half-Step Uptown Toodeloo', 'To Lay Me Down', 'Brown-Eyed Women', 'Ramble On Rose', 'It Hurts Me Too', 'Bird Song', 'Jack Straw']","['China Cat Sunflower', 'I Know You Rider', 'Althea', 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'Days Between', 'Not Fade Away']",[],"[""Knockin' on Heaven's Door""]"
06/12/2019,"Ruoff Home Mortgage Music Center, Noblesville, IN, USA","['Cold Rain and Snow', 'Iko Iko', 'Minglewood Blues', 'Tennessee Jed', 'Sugaree', 'Looks Like Rain', 'Row Jimmy', 'Let It Grow']","['Fire on the Mountain', 'Lost Sailor', 'Saint of Circumstance', ""He's Gone"", ""Truckin'"", 'Smokestack Lightning', 'Drums', 'Space', 'All Along the Watchtower', 'Stella Blue', 'Going Down the Road Feeling Bad']",[],['Black Muddy River']
06/08/2019,"The Gorge Amphitheatre, George, WA, USA","['Bertha', 'Me and My Uncle', 'They Love Each Other', 'I Need a Miracle', 'Comes a Time', 'Throwing Stones', 'Terrapin Station']","['Playing in the Band', ""Uncle John's Band"", 'Deal', 'Viola Lee Blues', 'Drums', 'Space', 'The Wheel', ""A Hard Rain's A-Gonna Fall"", 'One More Saturday Night']",[],['Touch of Grey']
06/07/2019,"The Gorge Amphitheatre, George, WA, USA","['Feel Like a Stranger', 'Cumberland Blues', 'Dire Wolf', 'Loser', 'Loose Lucy', 'It Must Have Been the Roses', 'The Music Never Stopped']","['Here Comes Sunshine', 'Dark Star', 'Scarlet Begonias', 'China Doll', 'Eyes of the World', 'Drums', 'Space', 'Black Peter', 'Casey Jones']",[],['Ripple']
06/04/2019,"Hollywood Bowl, Los Angeles, CA, USA","['A Love Supreme', 'Shakedown Street', 'Friend of the Devil', 'Alabama Getaway', 'Ramble On Rose', 'Brown-Eyed Women', 'Cassidy', 'Fire on the Mountain']","['Estimated Prophet', ""Truckin'"", ""He's Gone"", 'St. Stephen', 'Turn On Your Love Light', 'Drums', 'Space', 'Standing on the Moon', 'U.S. Blues']",[],['Brokedown Palace']
06/03/2019,"Hollywood Bowl, Los Angeles, CA, USA","['Cold Rain and Snow', 'Hell in a Bucket', 'Easy Wind', 'Mississippi Half-Step Uptown Toodeloo', 'High Time', 'Jack Straw', 'Bird Song', ""Don't Ease Me In""]","['Iko Iko', 'New Speedway Boogie', 'Sugaree', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'Stella Blue', 'Not Fade Away']",[],['Terrapin Station']
06/01/2019,"Shoreline Amphitheatre, Mountain View, CA, USA","['Bertha', ""Good Lovin'"", 'They Love Each Other', 'Big River', 'Mr. Charlie', 'Tennessee Jed', 'Lost Sailor', 'Saint of Circumstance']","['China Cat Sunflower', 'I Know You Rider', 'Row Jimmy', 'Deal', 'The Other One', 'Drums', 'Space', 'My Favorite Things', 'Morning Dew']",[],"[""Uncle John's Band"", 'Playing in the Band']"
05/31/2019,"Shoreline Amphitheatre, Mountain View, CA, USA","['Playing in the Band', 'Shakedown Street', 'Brown-Eyed Women', 'Mama Tried', 'Peggy-O', 'It Hurts Me Too', 'Black-Throated Wind', 'Casey Jones']","['Scarlet Begonias', 'Fire on the Mountain', 'Althea', 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'The Wheel', 'Wharf Rat', 'Sugar Magnolia']",[],['The Weight']
